"depth" "proxy_signal"
"1" 0.3 -0.0116993644503244
"2" 0.8 -1.12866378079815
"3" 1.3 -0.685272049736706
"4" 1.8 -0.639959668402465
"5" 2.3 -0.468349883366595
"6" 2.8 -0.399924642086509
"7" 3.3 0.510326837163936
"8" 3.8 0.020961958071536
"9" 4.3 0.0246883157522149
"10" 4.8 0.0202716954359837
"11" 5.3 0.230590746702297
"12" 5.8 0.604615597031032
"13" 6.3 1.69119205155667
"14" 6.8 -0.848334881419542
"15" 7.3 -0.348199812216734
"16" 7.8 0.130160912430559
"17" 8.3 0.186128187452942
"18" 8.8 0.257145450019499
"19" 9.3 0.63012299640407
"20" 9.8 -0.143444506602236
"21" 10.3 0.401547378010555
"22" 10.8 0.525145043778587
"23" 11.3 -0.523090639232836
"24" 11.8 0.556849721879777
"25" 12.3 0.545755501867083
"26" 12.8 0.592807493862907
"27" 13.3 0.460562979690544
"28" 13.8 0.259370932117658
"29" 14.3 0.399991093940938
"30" 14.8 0.362141258980779
"31" 15.3 -0.129190287070242
"32" 15.8 0.694956541428747
"33" 16.3 0.826694719341401
"34" 16.8 -0.54230860689133
"35" 17.3 -0.17807551499688
"36" 17.8 -0.75514342266587
"37" 18.3 -0.880908763234869
"38" 18.8 -0.487677015333022
"39" 19.3 0.506971109217899
"40" 19.8 0.138969816591499
"41" 20.3 0.0924672607801282
"42" 20.8 0.419550699436138
"43" 21.3 0.526452636392607
"44" 21.8 -0.0885575228770263
"45" 22.3 0.750389158013415
"46" 22.8 0.732681259990274
"47" 23.3 0.187058973270188
"48" 23.8 0.316198148742234
"49" 24.3 0.164139450652727
"50" 24.8 0.329387061862385
"51" 25.3 1.07449250543499
"52" 25.8 -0.355956123413657
"53" 26.3 -0.0486583000598954
"54" 26.8 -0.279592384707402
"55" 27.3 -0.414443739163427
"56" 27.8 0.255019336556076
"57" 28.3 0.152189696435364
"58" 28.8 0.857786252474287
"59" 29.3 -0.0416763714877236
"60" 29.8 -0.248517079362347
"61" 30.3 -0.371938798115151
"62" 30.8 0.016550943970787
"63" 31.3 0.421089419174346
"64" 31.8 -0.0360167506154682
"65" 32.3 0.182949003853036
"66" 32.8 -0.886637647733825
"67" 33.3 0.713803007360678
"68" 33.8 0.498487455155096
"69" 34.3 -0.0261959267265791
"70" 34.8 0.149211201084722
"71" 35.3 -0.609507939153551
"72" 35.8 0.602777880035913
"73" 36.3 0.402546915133559
"74" 36.8 0.511431810489763
"75" 37.3 -0.770696097380596
"76" 37.8 -0.362664179623774
"77" 38.3 -0.545516430401747
"78" 38.8 0.545067311816455
"79" 39.3 -0.0578612856251427
"80" 39.8 0.67827508471417
"81" 40.3 0.727744567179797
"82" 40.8 0.150699422028483
"83" 41.3 0.451668753779173
"84" 41.8 0.596180586720583
"85" 42.3 0.323018198129033
"86" 42.8 -0.30222123561617
"87" 43.3 1.17295608567233
"88" 43.8 -0.257897864101513
"89" 44.3 0.133578928927028
"90" 44.8 0.0289759937483878
"91" 45.3 0.0983351266141529
"92" 45.8 -0.710622692695983
"93" 46.3 0.915304736731875
"94" 46.8 -0.253935559488454
"95" 47.3 -0.0999564218873735
"96" 47.8 0.880472570336853
"97" 48.3 -0.0823291226447619
"98" 48.8 0.282793577879961
"99" 49.3 -0.608320564623341
"100" 49.8 -0.0442139449926499
"101" 50.3 -0.2349048187962
"102" 50.8 0.0864657175212236
"103" 51.3 0.245741664064832
"104" 51.8 1.42314601315135
"105" 52.3 0.42190906309663
"106" 52.8 0.882064364980568
"107" 53.3 0.904343614268655
"108" 53.8 0.520472021954995
"109" 54.3 -0.421150492173945
"110" 54.8 -0.203350233521654
"111" 55.3 0.222547277242378
"112" 55.8 0.522893542025013
"113" 56.3 0.546142614574834
"114" 56.8 -0.409050391949951
"115" 57.3 0.221587679970537
"116" 57.8 0.552638358011342
"117" 58.3 0.4586906874898
"118" 58.8 0.117408097223031
"119" 59.3 0.267170977414867
"120" 59.8 0.501783239485737
"121" 60.3 -0.299929729965456
"122" 60.8 0.939251695966983
"123" 61.3 0.38687172695017
"124" 61.8 1.03824109455191
"125" 62.3 0.394463175993895
"126" 62.8 -0.0101429367135786
"127" 63.3 0.372327223388219
"128" 63.8 1.09861663357806
"129" 64.3 0.49176716347023
"130" 64.8 0.863313527418721
"131" 65.3 0.569224569802034
"132" 65.8 1.2408002261932
"133" 66.3 -0.107442658966021
"134" 66.8 0.577846614937
"135" 67.3 0.241155109139421
"136" 67.8 0.326824168891584
"137" 68.3 0.300755045269258
"138" 68.8 0.345438504195752
"139" 69.3 0.0519861563167093
"140" 69.8 0.968521524861402
"141" 70.3 -0.151479055136996
"142" 70.8 0.512164372340307
"143" 71.3 0.766464650068467
"144" 71.8 -0.204342090711205
"145" 72.3 0.49164504692845
"146" 72.8 0.480393701261081
"147" 73.3 0.569087225316854
"148" 73.8 0.710417921355093
"149" 74.3 -0.0684965047973949
"150" 74.8 -0.0684101439539992
"151" 75.3 0.17117589419605
"152" 75.8 -0.798792764561889
"153" 76.3 0.329444737913142
"154" 76.8 0.929555960636081
"155" 77.3 0.423600649921276
"156" 77.8 0.387128830240302
"157" 78.3 0.427578384393076
"158" 78.8 0.228473211391229
"159" 79.3 0.968356405095465
"160" 79.8 0.385139500974161
"161" 80.3 -0.168989590318036
"162" 80.8 0.0486504752015006
"163" 81.3 0.892190029254217
"164" 81.8 0.721800215027588
"165" 82.3 1.10335383763336
"166" 82.8 0.720664040094207
"167" 83.3 0.0576359962524931
"168" 83.8 0.45483645249618
"169" 84.3 -0.375787876218588
"170" 84.8 0.8932631781039
"171" 85.3 0.256199816429437
"172" 85.8 0.187629662297797
"173" 86.3 1.2418050654595
"174" 86.8 0.755038327729723
"175" 87.3 1.26558431790527
"176" 87.8 0.699294512467769
"177" 88.3 0.538525829776498
"178" 88.8 0.616777577183153
"179" 89.3 0.633936280042528
"180" 89.8 -0.605290703681539
"181" 90.3 1.3042073517797
"182" 90.8 0.368109972452009
"183" 91.3 0.551082184019525
"184" 91.8 -0.0672120885841977
"185" 92.3 0.478700977093215
"186" 92.8 0.670198212605887
"187" 93.3 0.160625810247657
"188" 93.8 0.564420303427642
"189" 94.3 0.266784518088497
"190" 94.8 0.284511560054274
"191" 95.3 0.178894554939045
"192" 95.8 0.282862705584927
"193" 96.3 -0.370010990135815
"194" 96.8 1.02414504722918
"195" 97.3 0.521481012925165
"196" 97.8 -0.312624518931357
"197" 98.3 0.208259188928994
"198" 98.8 1.00031139214068
"199" 99.3 -0.0495381729128894
"200" 99.8 0.632996952138566
"201" 100.3 0.732149755384812
"202" 100.8 -0.0420816402846408
"203" 101.3 0.247540911143857
"204" 101.8 0.426657560417761
"205" 102.3 0.870106320014244
"206" 102.8 1.06304532373694
"207" 103.3 0.480198613941318
"208" 103.8 0.527293824852157
"209" 104.3 1.01079909824643
"210" 104.8 0.425565188365001
"211" 105.3 0.793969064086483
"212" 105.8 0.397326803546749
"213" 106.3 0.436718910616702
"214" 106.8 1.12547132766061
"215" 107.3 0.0737793159855577
"216" 107.8 0.793563213188987
"217" 108.3 -0.324321402960561
"218" 108.8 0.177009139809537
"219" 109.3 0.750990634796165
"220" 109.8 0.575652432687955
"221" 110.3 1.19591465809941
"222" 110.8 0.30276951257402
"223" 111.3 0.872742231146328
"224" 111.8 0.876515684211522
"225" 112.3 0.444950926151275
"226" 112.8 0.816459094860657
"227" 113.3 1.22596150727111
"228" 113.8 0.620875604868897
"229" 114.3 0.81389102332766
"230" 114.8 -0.0714107032456811
"231" 115.3 0.233365339676847
"232" 115.8 0.65385451383376
"233" 116.3 0.459751315085133
"234" 116.8 1.22826580769924
"235" 117.3 1.3327764325636
"236" 117.8 0.996300830790599
"237" 118.3 0.408825930147035
"238" 118.8 0.0905748063895008
"239" 119.3 0.891196388928834
"240" 119.8 1.16354650180817
"241" 120.3 -0.0943620539000258
"242" 120.8 0.56711414782243
"243" 121.3 1.51325883148448
"244" 121.8 -0.0410231163801703
"245" 122.3 1.13161243451085
"246" 122.8 0.363051072245329
"247" 123.3 1.35931149344042
"248" 123.8 0.220009600892854
"249" 124.3 0.668793411785734
"250" 124.8 0.632958347569767
"251" 125.3 0.0268746167014065
"252" 125.8 0.708836006681947
"253" 126.3 -0.241525093269398
"254" 126.8 0.60965207980204
"255" 127.3 1.02240025892639
"256" 127.8 0.308106762453906
"257" 128.3 0.79432230841014
"258" 128.8 0.118596737070509
"259" 129.3 0.379074699825698
"260" 129.8 0.324800199172256
"261" 130.3 0.472875270127466
"262" 130.8 0.295225396817822
"263" 131.3 0.538353030391931
"264" 131.8 1.30148322802593
"265" 132.3 0.674343261263656
"266" 132.8 -0.00374666968058758
"267" 133.3 0.371221424452198
"268" 133.8 0.291994408392928
"269" 134.3 0.499335434373954
"270" 134.8 0.381198546845485
"271" 135.3 -0.0782682418704558
"272" 135.8 0.0373092998283358
"273" 136.3 -0.346538845572108
"274" 136.8 0.877882094456165
"275" 137.3 2.20355687480277
"276" 137.8 0.249444179446094
"277" 138.3 1.01515618477281
"278" 138.8 0.376768304512656
"279" 139.3 1.19212332023749
"280" 139.8 0.606576123943354
"281" 140.3 0.471598580852142
"282" 140.8 0.300752335637564
"283" 141.3 0.781864643175815
"284" 141.8 0.871544099298804
"285" 142.3 0.925020639471134
"286" 142.8 1.1549183842286
"287" 143.3 -0.650683387404628
"288" 143.8 0.785115594109157
"289" 144.3 1.82479349456674
"290" 144.8 0.802078008492044
"291" 145.3 1.44407415047684
"292" 145.8 0.240361270426237
"293" 146.3 1.09806515929918
"294" 146.8 0.362214419568614
"295" 147.3 -0.101610329990993
"296" 147.8 0.18694949204432
"297" 148.3 1.26613145552934
